,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
507,Egídio Pereira Júnior\Egidio-Pereira-Junior,br BRA,DF,Cruzeiro,32,1986,25,24,2049,0,1,0,0,4,1,0.00,0.04,0.04,0.00,0.04,Matches
508,Léo Pereira\Leo-Pereira,br BRA,DF,Atl Paranaense,23,1996,29,29,2582,2,0,0,0,7,0,0.07,0.00,0.07,0.07,0.07,Matches
509,Luan Pereira\Luan-Pereira,br BRA,FWMF,Avaí,18,2000,17,4,593,0,1,0,0,4,0,0.00,0.15,0.15,0.00,0.15,Matches
510,Rafael Pereira\Rafael-Pereira,br BRA,DF,Chapecoense,34,1984,17,15,1309,1,0,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches
511,Luan Peres Petroni\Luan-Peres-Petroni,br BRA,DF,Santos,24,1994,9,8,580,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
512,Pedro Perotti\Pedro-Perotti,br BRA,FW,Chapecoense,21,1997,1,0,7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
513,Lucas Perri\Lucas-Perri,br BRA,GK,São Paulo,21,1997,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
514,Yago Pikachu\Yago-Pikachu,br BRA,DFMF,Vasco da Gama,26,1992,36,36,3189,5,2,5,6,7,0,0.14,0.06,0.20,0.00,0.06,Matches
515,Rodrigo Pimpão\Rodrigo-Pimpao,br BRA,MFFW,Botafogo (RJ),31,1987,19,11,1005,0,3,0,0,6,0,0.00,0.27,0.27,0.00,0.27,Matches
516,Felipe Pires\Felipe-Pires,br BRA,FWMF,Palmeiras,23,1995,2,0,13,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
517,Felipe Pires\Felipe-Pires,br BRA,MFFW,Fortaleza,23,1995,11,5,539,1,1,0,0,0,0,0.17,0.17,0.33,0.17,0.33,Matches
518,Rafael Pires\Rafael-Pires,br BRA,GK,Cruzeiro,29,1989,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
519,Lucas Piton\Lucas-Piton,br BRA,DF,Corinthians,18,2000,1,0,45,0,1,0,0,0,0,0.00,2.00,2.00,0.00,2.00,Matches
520,Diego Pituca\Diego-Pituca,br BRA,MF,Santos,26,1992,35,31,2790,2,1,0,0,8,0,0.06,0.03,0.10,0.06,0.10,Matches
521,Vinícius Popó\Vinicius-Popo,br BRA,FW,Cruzeiro,17,2001,2,0,39,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
522,Willian Popp\Willian-Popp,br BRA,FW,Ceará,24,1994,1,1,59,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
523,William Pottker\William-Pottker,br BRA,MFFW,Internacional,25,1993,10,7,516,4,0,0,0,1,0,0.70,0.00,0.70,0.70,0.70,Matches
524,Matheus Prado\Matheus-Prado,br BRA,MF,CSA,18,2000,2,0,14,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
525,Fernando Prass\Fernando-Prass,br BRA,GK,Palmeiras,40,1978,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
526,Jean Pyerre\Jean-Pyerre,br BRA,MF,Grêmio,20,1998,10,10,813,3,1,0,0,0,0,0.33,0.11,0.44,0.33,0.44,Matches
527,Juan Quintero\Juan-Quintero,co COL,DF,Fortaleza,23,1995,37,37,3309,1,0,0,0,5,0,0.03,0.00,0.03,0.03,0.03,Matches
528,Juninho Quixadá\Juninho-Quixada,br BRA,FW,Ceará,33,1985,6,0,121,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
529,Igor Rabello\Igor-Rabello,br BRA,DF,Atlético Mineiro,23,1995,33,33,2922,0,1,0,0,5,1,0.00,0.03,0.03,0.00,0.03,Matches
530,Zé Rafael\Ze-Rafael,br BRA,MF,Palmeiras,25,1993,27,23,1727,5,5,0,0,6,0,0.26,0.26,0.52,0.26,0.52,Matches
531,Rafinha\Rafinha,br BRA,DF,Flamengo,33,1985,20,18,1568,0,5,0,0,8,0,0.00,0.29,0.29,0.00,0.29,Matches
532,Rafinha\Rafinha,br BRA,MF,Cruzeiro,35,1983,1,0,21,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
533,Rafinha\Rafinha,br BRA,MFFW,Goiás,26,1992,10,3,335,1,0,0,0,2,0,0.27,0.00,0.27,0.27,0.27,Matches
534,Rafinha\Rafinha,br BRA,DF,CSA,31,1987,10,6,623,1,1,0,0,0,0,0.14,0.14,0.29,0.14,0.29,Matches
535,Ralf\Ralf,br BRA,MF,Corinthians,34,1984,23,22,1921,1,0,0,0,1,0,0.05,0.00,0.05,0.05,0.05,Matches
536,Ramires\Ramires,br BRA,MF,Palmeiras,31,1987,6,2,160,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
537,Bruno Ramires\Bruno-Ramires,br BRA,MF,CSA,24,1994,3,3,193,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
538,Eric Ramires\Eric-Ramires,br BRA,MF,Bahia,18,2000,14,9,760,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
539,Ramon\Ramon,br BRA,DF,Avaí,19,1999,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
540,Maurício Ramos\Mauricio-Ramos,br BRA,DF,Chapecoense,33,1985,17,12,1098,1,0,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches
541,Marcelo Rangel\Marcelo-Rangel,br BRA,GK,Goiás,30,1988,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
542,Victor Rangel\Victor-Rangel,br BRA,FW,Botafogo (RJ),28,1990,14,6,551,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
543,Raniel\Raniel,br BRA,FW,São Paulo,22,1996,14,8,799,1,1,0,0,2,1,0.11,0.11,0.23,0.11,0.23,Matches
544,Raniel\Raniel,br BRA,FW,Cruzeiro,22,1996,2,0,50,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
545,Raul\Raul,br BRA,MF,Vasco da Gama,22,1996,30,28,2465,1,3,0,0,9,0,0.04,0.11,0.15,0.04,0.15,Matches
546,Régis\Regis,br BRA,MF,Corinthians,26,1992,6,0,85,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
547,Reinaldo\Reinaldo,br BRA,DF,São Paulo,29,1989,35,35,3114,5,1,3,4,8,0,0.14,0.03,0.17,0.06,0.09,Matches
548,Reinier\Reinier,br BRA,MFFW,Flamengo,17,2002,14,8,709,6,2,0,0,1,0,0.76,0.25,1.02,0.76,1.02,Matches
549,Tiago Reis\Tiago-Reis,br BRA,FW,Vasco da Gama,19,1999,11,3,363,1,1,0,0,1,0,0.25,0.25,0.50,0.25,0.50,Matches
550,Renatinho\Renatinho,br BRA,MF,Goiás,27,1992,9,2,295,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
551,Renato\Renato,br BRA,MFDF,Chapecoense,29,1990,15,10,758,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
552,Renê\Rene,br BRA,DF,Flamengo,26,1992,23,18,1697,0,2,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches
553,Réver\Rever,br BRA,DFMF,Atlético Mineiro,34,1985,28,28,2430,1,1,0,0,3,0,0.04,0.04,0.07,0.04,0.07,Matches
554,Rhodolfo\Rhodolfo,br BRA,DF,Flamengo,32,1986,9,8,683,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
555,Rhuan\Rhuan,br BRA,MF,Botafogo (RJ),19,2000,10,6,594,1,0,0,0,1,0,0.15,0.00,0.15,0.15,0.15,Matches
556,Ribamar\Ribamar,br BRA,FW,Vasco da Gama,21,1997,21,15,1163,3,0,0,0,0,0,0.23,0.00,0.23,0.23,0.23,Matches
557,Everton Ribeiro\Everton-Ribeiro,br BRA,MF,Flamengo,29,1989,32,27,2456,2,7,0,0,3,0,0.07,0.26,0.33,0.07,0.33,Matches
558,Ricardo\Ricardo,br BRA,DF,Vasco da Gama,21,1997,19,18,1533,1,0,0,0,2,1,0.06,0.00,0.06,0.06,0.06,Matches
559,Ricardo\Ricardo,br BRA,DF,Avaí,26,1992,21,20,1734,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
560,João Ricardo Riedi\Joao-Ricardo-Riedi,br BRA,GK,Chapecoense,30,1988,13,13,1170,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
561,Paulo Ricardo\Paulo-Ricardo,br BRA,DF,Goiás,24,1994,1,0,3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
562,Richard\Richard,br BRA,MF,Corinthians,24,1994,3,1,88,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
563,Richard\Richard,br BRA,GK,Ceará,27,1991,1,1,45,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
564,Richard\Richard,br BRA,MF,Vasco da Gama,24,1994,25,25,2201,0,1,0,0,9,0,0.00,0.04,0.04,0.00,0.04,Matches
565,Rick\Rick,br BRA,MF,Ceará,19,1999,4,2,154,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
566,Rickson\Rickson,br BRA,MFDF,Botafogo (RJ),20,1998,6,2,227,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
567,Rildo\Rildo,br BRA,MF,Chapecoense,29,1989,4,3,275,2,0,0,0,1,0,0.65,0.00,0.65,0.65,0.65,Matches
568,Francisco Rithely\Francisco-Rithely,br BRA,MF,Internacional,28,1991,8,7,560,0,1,0,0,0,0,0.00,0.16,0.16,0.00,0.16,Matches
569,Jhonata Robert\Jhonata-Robert,br BRA,FW,Grêmio,19,1999,1,0,7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
570,Roberto\Roberto,br BRA,DF,Internacional,20,1998,5,5,450,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
571,Bruno Roberto\Bruno-Roberto,br BRA,MF,Atlético Mineiro,18,2000,13,3,398,2,0,0,0,0,0,0.45,0.00,0.45,0.45,0.45,Matches
572,Paulo Roberto\Paulo-Roberto,br BRA,MF,Fortaleza,31,1987,4,3,254,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
573,Robinho\Robinho,br BRA,MF,Cruzeiro,31,1987,27,22,1880,1,1,0,0,7,0,0.05,0.05,0.10,0.05,0.10,Matches
574,Robinho\Robinho,br BRA,MF,CSA,23,1995,3,1,71,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
575,Pedro Rocha Neves\Pedro-Rocha-Neves,br BRA,MFFW,Cruzeiro,24,1994,23,17,1475,2,2,0,0,3,0,0.12,0.12,0.24,0.12,0.24,Matches
576,Marcos Rocha\Marcos-Rocha,br BRA,DF,Palmeiras,30,1988,30,29,2615,2,3,0,0,4,0,0.07,0.10,0.17,0.07,0.17,Matches
577,Yago Rocha\Yago-Rocha,br BRA,DF,Goiás,24,1994,21,20,1531,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
578,Rodinei\Rodinei,br BRA,DF,Flamengo,27,1992,17,12,1121,0,1,0,0,5,0,0.00,0.08,0.08,0.00,0.08,Matches
579,Rodrigues\Rodrigues,br BRA,DF,Grêmio,21,1997,8,7,603,0,1,0,0,0,0,0.00,0.15,0.15,0.00,0.15,Matches
580,Kayke Rodrigues\Kayke-Rodrigues,br BRA,FW,Goiás,30,1988,19,18,1495,6,3,2,2,3,0,0.36,0.18,0.54,0.24,0.42,Matches
581,Rodrygo\Rodrygo,br BRA,FW,Santos,18,2001,4,4,360,1,2,0,0,1,0,0.25,0.50,0.75,0.25,0.75,Matches
582,Roger\Roger,br BRA,FW,Ceará,34,1985,2,0,52,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
583,Rogério\Rogerio,br BRA,MF,Bahia,28,1990,13,1,348,1,0,0,0,0,0,0.26,0.00,0.26,0.26,0.26,Matches
584,Romarinho\Romarinho,br BRA,MF,Fortaleza,24,1994,32,29,2297,3,5,0,0,1,0,0.12,0.20,0.31,0.12,0.31,Matches
585,Romário\Romario,br BRA,FW,Ceará,26,1992,2,0,94,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
586,Braian Romero\Braian-Romero,ar ARG,MFFW,Atl Paranaense,27,1991,16,10,918,2,1,0,0,2,0,0.20,0.10,0.29,0.20,0.29,Matches
587,Lucas Romero\Lucas-Romero,ar ARG,MFDF,Cruzeiro,24,1994,8,8,700,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
588,Rômulo\Romulo,br BRA,MF,Grêmio,28,1990,14,11,974,2,0,0,0,3,0,0.18,0.00,0.18,0.18,0.18,Matches
589,Ronaldo\Ronaldo,br BRA,MF,Flamengo,22,1996,3,2,181,0,1,0,0,2,0,0.00,0.50,0.50,0.00,0.50,Matches
590,Ronaldo\Ronaldo,br BRA,MF,Bahia,22,1996,14,10,841,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
591,Ronei\Ronei,br BRA,MF,Chapecoense,20,1998,1,0,15,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
592,Rony\Rony,br BRA,MFFW,Atl Paranaense,23,1995,30,28,2448,6,8,0,0,6,0,0.22,0.29,0.51,0.22,0.51,Matches
593,Leandro Rosa Souza\Leandro-Rosa-Souza,br BRA,DF,CSA,32,1986,2,1,97,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
594,Matheus Rossetto\Matheus-Rossetto,br BRA,MF,Atl Paranaense,22,1996,7,6,549,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
595,Rossi\Rossi,br BRA,MFFW,Vasco da Gama,25,1993,29,26,2242,2,4,1,2,9,0,0.08,0.16,0.24,0.04,0.20,Matches
596,Ruan\Ruan,br BRA,DF,Grêmio,19,1999,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
597,Marco Ruben\Marco-Ruben,ar ARG,FW,Atl Paranaense,32,1986,23,19,1679,4,1,0,0,3,0,0.21,0.05,0.27,0.21,0.27,Matches
598,Alan Ruschel\Alan-Ruschel,br BRA,DFMF,Goiás,29,1989,9,4,433,1,0,0,0,4,0,0.21,0.00,0.21,0.21,0.21,Matches
599,Alan Ruschel\Alan-Ruschel,br BRA,MF,Chapecoense,29,1989,6,4,346,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
600,Safira\Safira,br BRA,MF,CSA,23,1995,7,1,148,0,1,0,0,1,0,0.00,0.61,0.61,0.00,0.61,Matches
601,Fábio Sanches\Fabio-Sanches,br BRA,DF,Goiás,28,1991,25,25,2250,1,0,0,0,3,0,0.04,0.00,0.04,0.04,0.04,Matches
602,Carlos Sánchez\Carlos-Sanchez,uy URU,MF,Santos,34,1984,34,27,2436,12,9,4,6,5,0,0.44,0.33,0.78,0.30,0.63,Matches
603,Sandry\Sandry,br BRA,MF,Santos,16,2002,1,0,,0,0,0,0,0,0,,,,,,Matches
604,Alex Santana\Alex-Santana,br BRA,MF,Botafogo (RJ),23,1995,24,19,1685,5,1,0,0,3,0,0.27,0.05,0.32,0.27,0.32,Matches
605,Santos\Santos,br BRA,GK,Atl Paranaense,28,1990,28,28,2520,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
606,Alan Santos\Alan-Santos,br BRA,MF,Botafogo (RJ),27,1991,4,1,114,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
607,Cícero Santos\Cicero-Santos,br BRA,MF,Botafogo (RJ),34,1984,32,32,2803,3,1,0,0,9,0,0.10,0.03,0.13,0.10,0.13,Matches
608,Emerson Santos\Emerson-Santos,br BRA,DF,Internacional,23,1995,11,10,836,1,0,0,0,3,0,0.11,0.00,0.11,0.11,0.11,Matches
609,Fábio Santos\Fabio-Santos,br BRA,DF,Atlético Mineiro,33,1985,30,29,2679,4,1,3,3,5,0,0.13,0.03,0.17,0.03,0.07,Matches
610,Júnior Santos\Junior-Santos,br BRA,FW,Fortaleza,24,1994,6,5,342,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
611,Lucas Santos\Lucas-Santos,br BRA,FW,Vasco da Gama,19,1999,1,0,11,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
612,Rafael Santos\Rafael-Santos,br BRA,DF,Cruzeiro,20,1998,2,1,81,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
613,Rafael Santos\Rafael-Santos,br BRA,DF,Flamengo,20,1998,1,0,26,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
614,Martín Sarrafiore\Martin-Sarrafiore,ar ARG,MFFW,Internacional,21,1997,19,5,647,3,0,0,0,4,0,0.42,0.00,0.42,0.42,0.42,Matches
615,Eduardo Sasha\Eduardo-Sasha,br BRA,FW,Santos,26,1992,37,34,2977,14,3,0,0,2,0,0.42,0.09,0.51,0.42,0.51,Matches
616,Sassá\Sassa,br BRA,FW,Cruzeiro,25,1994,24,9,913,3,0,0,0,3,1,0.30,0.00,0.30,0.30,0.30,Matches
617,Yan Sasse\Yan-Sasse,br BRA,MF,Vasco da Gama,21,1997,6,4,342,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
618,Bruno Sávio\Bruno-Savio,br BRA,MFFW,Avaí,24,1994,5,3,212,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
619,Matheus Sávio\Matheus-Savio,br BRA,MF,CSA,21,1997,8,7,654,1,0,0,0,0,0,0.14,0.00,0.14,0.14,0.14,Matches
620,Gustavo Scarpa\Gustavo-Scarpa,br BRA,MF,Palmeiras,25,1994,27,19,1570,4,4,2,3,1,0,0.23,0.23,0.46,0.11,0.34,Matches
621,Cleiton Schwengber\Cleiton-Schwengber,br BRA,GK,Atlético Mineiro,21,1997,25,25,2250,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
622,Léo Sena\Leo-Sena,br BRA,MF,Goiás,23,1995,33,31,2478,0,2,0,0,8,1,0.00,0.07,0.07,0.00,0.07,Matches
623,Shaylon\Shaylon,br BRA,MF,Bahia,21,1997,8,1,184,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
624,Sidão\Sidao,br BRA,GK,Vasco da Gama,36,1982,7,6,585,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
625,Luiz Eduardo da Silva dos Santos\Luiz-Eduardo-da-Silva-dos-Santos,br BRA,FW,Goiás,22,1996,4,0,61,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
626,Caíque Silva Sá\Caique-Silva-Sa,br BRA,DF,Chapecoense,26,1992,4,4,302,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
627,Alex Silva\Alex-Silva,br BRA,DF,Avaí,24,1994,1,1,90,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
628,Bergson da Silva\Bergson-da-Silva,br BRA,FW,Ceará,27,1991,22,12,1136,3,1,0,1,3,0,0.24,0.08,0.32,0.24,0.32,Matches
629,Bruno Silva\Bruno-Silva,br BRA,FW,Chapecoense,18,2000,1,0,25,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
630,Bruno Silva\Bruno-Silva,br BRA,MF,Internacional,32,1986,9,7,590,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
631,Bruno Silva\Bruno-Silva,br BRA,MF,Fluminense,32,1986,4,4,351,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
632,Bruno Silva\Bruno-Silva,br BRA,DF,Vasco da Gama,30,1988,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
633,Caio Henrique Oliveira Silva\Caio-Henrique-Oliveira-Silva,br BRA,DF,Fluminense,21,1997,35,35,3150,1,2,0,0,1,0,0.03,0.06,0.09,0.03,0.09,Matches
634,Cristovam da Silva\Cristovam-da-Silva,br BRA,DF,Ceará,28,1990,8,6,572,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
635,Da Silva\Da-Silva,br BRA,FW,Grêmio,19,1999,3,0,26,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
636,Diogo Silva\Diogo-Silva,br BRA,GK,Ceará,32,1986,37,36,3285,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
637,Felipe Silva\Felipe-Silva,br BRA,MF,Ceará,28,1990,24,17,1412,1,2,0,0,2,0,0.06,0.13,0.19,0.06,0.19,Matches
638,Gregore de Magalhães da Silva\Gregore-de-Magalhaes-da-Silva,br BRA,MF,Bahia,24,1994,34,34,3011,0,4,0,0,7,1,0.00,0.12,0.12,0.00,0.12,Matches
639,Leonardo Silva\Leonardo-Silva,br BRA,DF,Atlético Mineiro,39,1979,18,14,1326,1,0,0,0,5,0,0.07,0.00,0.07,0.07,0.07,Matches
640,Lucas Silva\Lucas-Silva,br BRA,MF,Cruzeiro,25,1993,6,2,266,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
641,Lucas Silva\Lucas-Silva,br BRA,MFFW,Flamengo,21,1998,9,3,232,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
642,Wellington Silva\Wellington-Silva,br BRA,FWMF,Internacional,26,1993,21,8,915,1,1,0,0,1,0,0.10,0.10,0.20,0.10,0.20,Matches
643,Miguel Silveira\Miguel-Silveira,br BRA,FW,Fluminense,15,2003,3,0,53,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
644,Everton Soares\Everton-Soares,br BRA,MF,Grêmio,22,1996,30,23,2276,11,5,1,1,3,0,0.43,0.20,0.63,0.40,0.59,Matches
645,Rafael Sóbis\Rafael-Sobis,br BRA,FWMF,Internacional,33,1985,20,12,1060,2,2,1,1,7,0,0.17,0.17,0.34,0.08,0.25,Matches
646,Fernando Sobral\Fernando-Sobral,br BRA,MF,Ceará,24,1994,13,8,804,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
647,Junior Sornoza\Junior-Sornoza,ec ECU,MF,Corinthians,25,1994,20,17,1365,0,1,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches
648,Yeferson Soteldo\Yeferson-Soteldo,ve VEN,FW,Santos,21,1997,32,31,2697,9,5,0,0,12,1,0.30,0.17,0.47,0.30,0.47,Matches
649,Diego Souza\Diego-Souza,br BRA,FWMF,Botafogo (RJ),33,1985,32,30,2628,7,1,3,3,7,0,0.24,0.03,0.27,0.14,0.17,Matches
650,Igor Vinícius de Souza\Igor-Vinicius-de-Souza,br BRA,DF,São Paulo,21,1997,19,13,1192,1,2,0,0,3,2,0.08,0.15,0.23,0.08,0.23,Matches
651,Jackson de Souza\Jackson-de-Souza,br BRA,DF,Fortaleza,28,1990,11,11,910,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
652,Jackson de Souza\Jackson-de-Souza,br BRA,DF,Bahia,28,1990,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
653,Maicon Souza\Maicon-Souza,br BRA,MF,Grêmio,33,1985,15,15,1171,3,3,2,2,6,0,0.23,0.23,0.46,0.08,0.31,Matches
654,Vinicius Souza\Vinicius-Souza,br BRA,MF,Flamengo,19,1999,3,0,24,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
655,Everaldo Stum\Everaldo-Stum,br BRA,FWMF,Chapecoense,27,1991,33,33,2970,13,1,3,4,8,0,0.39,0.03,0.42,0.30,0.33,Matches
656,Tadeu\Tadeu,br BRA,GK,Goiás,26,1992,37,37,3298,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
657,Tailson\Tailson,br BRA,FW,Santos,19,1999,11,6,507,1,0,0,0,0,0,0.18,0.00,0.18,0.18,0.18,Matches
658,Vinicius Tanque\Vinicius-Tanque,br BRA,FW,Botafogo (RJ),23,1995,11,3,349,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
659,Diego Tardelli\Diego-Tardelli,br BRA,FWMF,Grêmio,33,1985,29,23,1955,4,1,0,1,2,1,0.18,0.05,0.23,0.18,0.23,Matches
660,Tchê Tchê\Tche-Tche,br BRA,MF,São Paulo,26,1992,35,35,3107,1,0,0,0,7,0,0.03,0.00,0.03,0.03,0.03,Matches
661,David Terans\David-Terans,uy URU,MF,Atlético Mineiro,24,1994,4,1,143,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
662,Thaciano\Thaciano,br BRA,MF,Grêmio,23,1995,22,13,1317,2,1,0,0,4,0,0.14,0.07,0.21,0.14,0.21,Matches
663,Thalles\Thalles,br BRA,MF,Goiás,21,1998,10,6,634,1,1,0,0,1,0,0.14,0.14,0.28,0.14,0.28,Matches
664,Tharlis\Tharlis,br BRA,MF,Chapecoense,21,1998,4,3,234,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
665,Thuler\Thuler,br BRA,DF,Flamengo,19,1999,13,10,1038,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
666,Tiepo\Tiepo,br BRA,GK,Chapecoense,20,1998,26,25,2250,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
667,Guilherme Tinga\Guilherme-Tinga,br BRA,DF,Fortaleza,25,1993,23,19,1820,4,2,0,0,0,0,0.20,0.10,0.30,0.20,0.30,Matches
668,Régis Tosatti\Regis-Tosatti,br BRA,MF,Chapecoense,21,1998,15,8,625,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
669,Miguel Trauco\Miguel-Trauco,pe PER,DF,Flamengo,26,1992,5,5,450,0,1,0,0,2,0,0.00,0.20,0.20,0.00,0.20,Matches
670,Santiago Tréllez\Santiago-Trellez,co COL,FW,Internacional,29,1990,4,4,297,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
671,Filipe Trindade\Filipe-Trindade,br BRA,MF,Goiás,19,1999,2,0,43,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
672,Uendel\Uendel,br BRA,DF,Internacional,30,1988,20,19,1667,0,2,0,0,3,0,0.00,0.11,0.11,0.00,0.11,Matches
673,Fernando Uribe\Fernando-Uribe,co COL,FW,Santos,31,1988,11,5,416,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
674,Júnior Urso\Junior-Urso,br BRA,MF,Corinthians,29,1989,27,26,2135,3,0,0,0,4,0,0.13,0.00,0.13,0.13,0.13,Matches
675,Valdívia\Valdivia,br BRA,FW,Vasco da Gama,24,1994,12,3,430,0,1,0,0,0,0,0.00,0.21,0.21,0.00,0.21,Matches
676,Valdo\Valdo,br BRA,DF,Ceará,26,1992,30,28,2512,0,1,0,0,6,0,0.00,0.04,0.04,0.00,0.04,Matches
677,Leonardo Valencia\Leonardo-Valencia,cl CHI,MF,Botafogo (RJ),27,1991,21,9,941,1,1,0,0,2,0,0.10,0.10,0.19,0.10,0.19,Matches
678,Vanderlei\Vanderlei,br BRA,GK,Santos,35,1984,6,6,540,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
