,,,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
631,Matías Pellegrini\Matias-Pellegrini,ar ARG,MFFW,Estudiantes,18,2000,15,10,904,3,1,0,0,5,0,0.30,0.10,0.40,0.30,0.40,Matches
632,Abel Peralta\Abel-Peralta,ar ARG,MF,Patronato,29,1989,5,1,80,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
633,Luciano Perdomo\Luciano-Perdomo,ar ARG,MF,Gimnasia ELP,21,1996,4,2,210,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
634,Jorge Pereyra Díaz\Jorge-Pereyra-Diaz,ar ARG,MFFW,Lanús,27,1990,11,6,437,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
635,Elías Pereyra\Elias-Pereyra,ar ARG,DF,San Lorenzo,19,1999,10,10,866,0,1,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches
636,Joaquín Pereyra\Joaquin-Pereyra,ar ARG,MF,Rosario Cent,19,1998,7,2,209,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
637,Matías Pérez Acuña\Matias-Perez-Acuna,ar ARG,DF,Tigre,24,1994,2,2,180,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
638,Matías Pérez García\Matias-Perez-Garcia,ar ARG,MF,Tigre,33,1984,11,6,571,0,2,0,0,2,0,0.00,0.32,0.32,0.00,0.32,Matches
639,Damián Pérez\Damian-Perez,ar ARG,DFMF,San Lorenzo,29,1988,5,5,372,0,1,0,0,2,0,0.00,0.24,0.24,0.00,0.24,Matches
640,Enzo Pérez\Enzo-Perez,ar ARG,MF,River Plate,32,1986,16,12,1073,0,1,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches
641,Franco Pérez\Franco-Perez,ar ARG,FW,Aldosivi,19,1998,7,1,186,0,1,0,0,1,0,0.00,0.48,0.48,0.00,0.48,Matches
642,Nehuén Pérez\Nehuen-Perez,ar ARG,DF,Argentinos Jun,18,2000,3,2,185,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
643,Pablo Pérez\Pablo-Perez,ar ARG,MF,Boca Juniors,32,1985,6,3,329,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
644,Pablo Pérez\Pablo-Perez,ar ARG,MF,Independiente,32,1985,9,9,618,2,0,0,0,2,1,0.29,0.00,0.29,0.29,0.29,Matches
645,Walter Pérez\Walter-Perez,ar ARG,MFDF,CA Huracán,19,1998,22,14,1305,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
646,Gino Peruzzi\Gino-Peruzzi,ar ARG,DFMF,San Lorenzo,26,1992,7,5,428,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
647,Gino Peruzzi\Gino-Peruzzi,ar ARG,DF,Boca Juniors,26,1992,3,3,270,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
648,Hernán Petryk\Hernan-Petryk,uy URU,DFMF,San Martin,23,1994,20,19,1622,0,1,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches
649,Iván Pillud\Ivan-Pillud,ar ARG,DF,Racing Club,32,1986,5,4,410,0,1,0,0,2,0,0.00,0.22,0.22,0.00,0.22,Matches
650,Javier Pinola\Javier-Pinola,ar ARG,DF,River Plate,35,1983,17,17,1505,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
651,Gonzalo Piovi\Gonzalo-Piovi,ar ARG,DF,Gimnasia ELP,23,1994,18,18,1594,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Matches
652,Iván Piris\Ivan-Piris,py PAR,DF,Newell's OB,29,1989,9,8,744,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
653,Matías Pisano\Matias-Pisano,ar ARG,FWMF,Aldosivi,26,1991,21,20,1753,3,1,0,0,5,0,0.15,0.05,0.21,0.15,0.21,Matches
654,Leonardo Pisculichi\Leonardo-Pisculichi,ar ARG,MF,Argentinos Jun,34,1984,17,9,705,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
655,Bruno Pittón\Bruno-Pitton,ar ARG,DF,CA Unión,25,1993,22,20,1834,1,1,0,0,2,0,0.05,0.05,0.10,0.05,0.10,Matches
656,Mauro Pittón\Mauro-Pitton,ar ARG,MF,CA Unión,23,1994,23,23,2038,3,2,0,0,3,0,0.13,0.09,0.22,0.13,0.22,Matches
657,Francisco Pizzini\Francisco-Pizzini,ar ARG,FWMF,Independiente,24,1993,5,3,295,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
658,Gerónimo Poblete\Geronimo-Poblete,ar ARG,MF,San Lorenzo,25,1993,12,10,934,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
659,Tomas Pochettino\Tomas-Pochettino,ar ARG,MFFW,Talleres,22,1996,19,14,1245,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
660,Luciano Pocrnjic\Luciano-Pocrnjic,ar ARG,GK,Aldosivi,36,1981,24,24,2160,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
661,Claudio Pombo\Claudio-Pombo,ar ARG,MF,Tucumán,24,1994,1,0,11,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
662,Luciano Pons\Luciano-Pons,ar ARG,FW,San Martin,28,1990,12,11,881,4,0,0,0,1,0,0.41,0.00,0.41,0.41,0.41,Matches
663,Leonardo Ponzio\Leonardo-Ponzio,ar ARG,MF,River Plate,36,1982,14,10,1009,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
664,Lucas Pratto\Lucas-Pratto,ar ARG,FW,River Plate,30,1988,21,19,1581,4,5,0,1,3,0,0.23,0.28,0.51,0.23,0.51,Matches
665,Sebastián Prediger\Sebastian-Prediger,ar ARG,MF,Tigre,31,1986,21,20,1749,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Matches
666,Richard Prieto\Richard-Prieto,py PAR,MF,Godoy Cruz,21,1997,3,2,201,0,1,0,0,0,0,0.00,0.45,0.45,0.00,0.45,Matches
667,Gonzalo Prósperi\Gonzalo-Prosperi,ar ARG,DF,San Martín SJ,33,1985,12,12,944,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
668,Arián Pucheta\Arian-Pucheta,ar ARG,DF,San Martín SJ,23,1995,17,17,1433,0,1,0,0,3,1,0.00,0.06,0.06,0.00,0.06,Matches
669,Emiliano Purita\Emiliano-Purita,ar ARG,MFDF,San Martin,21,1997,16,7,861,0,1,0,0,3,0,0.00,0.10,0.10,0.00,0.10,Matches
670,Facundo Quignon\Facundo-Quignon,ar ARG,MF,Lanús,25,1993,19,17,1534,0,1,0,0,6,0,0.00,0.06,0.06,0.00,0.06,Matches
671,Ismael Quílez\Ismael-Quilez,ar ARG,DF,Aldosivi,28,1989,2,1,92,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
672,Carlos Quintana\Carlos-Quintana,ar ARG,DF,Talleres,30,1988,10,8,787,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
673,Carlos Quintana\Carlos-Quintana,ar ARG,DF,Argentinos Jun,30,1988,10,10,900,1,0,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches
674,Juan Quintero\Juan-Quintero,co COL,MF,River Plate,25,1993,16,11,1053,6,1,1,1,0,0,0.51,0.09,0.60,0.43,0.51,Matches
675,Juan Quiroga\Juan-Quiroga,ar ARG,DF,Belgrano,36,1982,16,15,1289,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
676,Franco Quiroz\Franco-Quiroz,ar ARG,DF,Colón,20,1998,5,5,450,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
677,Agustín Ramírez\Agustin-Ramirez,ar ARG,FW,Gimnasia ELP,18,2000,1,0,28,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
678,Erik Ramírez\Erik-Ramirez,ar ARG,FW,Gimnasia ELP,21,1996,1,0,28,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
679,Iván Ramírez\Ivan-Ramirez,py PAR,MF,Godoy Cruz,24,1994,12,7,661,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
680,Juan Ramírez\Juan-Ramirez,ar ARG,MF,Talleres,25,1993,23,22,1782,1,2,1,1,0,0,0.05,0.10,0.15,0.00,0.10,Matches
681,Kevin Ramírez\Kevin-Ramirez,uy URU,FW,Tigre,24,1994,7,1,185,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
682,Roberto Ramírez\Roberto-Ramirez,ar ARG,GK,Godoy Cruz,22,1996,24,24,2160,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
683,Jonathan Ramis\Jonathan-Ramis,uy URU,FW,Vélez Sarsf,28,1989,12,8,609,1,0,0,0,1,0,0.15,0.00,0.15,0.15,0.15,Matches
684,Victorio Ramis\Victorio-Ramis,ar ARG,FW,Godoy Cruz,24,1994,10,8,678,1,2,0,0,1,0,0.13,0.27,0.40,0.13,0.40,Matches
685,Emanuel Reinoso\Emanuel-Reinoso,ar ARG,MF,Boca Juniors,35,1983,16,7,628,1,2,0,0,1,0,0.14,0.29,0.43,0.14,0.43,Matches
686,Nicolás Reniero\Nicolas-Reniero,ar ARG,FWMF,San Lorenzo,23,1995,21,19,1659,4,1,0,0,3,1,0.22,0.05,0.27,0.22,0.27,Matches
687,Andrés Rentería\Andres-Renteria,co COL,FWMF,San Lorenzo,25,1993,4,3,265,0,1,0,0,0,0,0.00,0.34,0.34,0.00,0.34,Matches
688,Juan Requena\Juan-Requena,ar ARG,MF,Newell's OB,19,1999,3,3,270,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
689,Ezequiel Rescaldani\Ezequiel-Rescaldani,ar ARG,FW,Patronato,26,1992,14,5,581,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
690,Mateo Retegui\Mateo-Retegui,ar ARG,FW,Boca Juniors,19,1999,1,0,7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
691,Mateo Retegui\Mateo-Retegui,ar ARG,FW,Estudiantes,19,1999,3,0,39,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
692,Claudio Riaño\Claudio-Riano,ar ARG,FW,Rosario Cent,29,1988,8,4,381,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
693,Sebastián Ribas\Sebastian-Ribas,uy URU,FW,Lanús,30,1988,19,14,1224,5,1,1,1,0,0,0.37,0.07,0.44,0.29,0.37,Matches
694,César Rigamonti\Cesar-Rigamonti,ar ARG,GK,Belgrano,31,1987,25,25,2250,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
695,Fabián Rinaudo\Fabian-Rinaudo,ar ARG,MF,Rosario Cent,31,1987,11,10,918,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
696,Fabián Rinaudo\Fabian-Rinaudo,ar ARG,MF,Gimnasia ELP,31,1987,13,13,1169,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
697,Andrés Ríos\Andres-Rios,ar ARG,FW,Racing Club,28,1989,2,0,20,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
698,Lucas Ríos\Lucas-Rios,ar ARG,MF,CA Unión,20,1998,8,1,136,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
699,Gabriel Risso Patrón\Gabriel-Risso-Patron,ar ARG,DF,Tucumán,22,1995,6,6,540,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
700,Ciro Rius\Ciro-Rius,ar ARG,FWMF,Defensa y Just,29,1988,22,21,1800,1,3,0,0,3,0,0.05,0.15,0.20,0.05,0.20,Matches
701,Leonel Rivas\Leonel-Rivas,ar ARG,MFFW,Talleres,18,1999,2,2,119,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
702,Braian Rivero\Braian-Rivero,ar ARG,MF,Newell's OB,22,1996,18,17,1479,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Matches
703,Martín Rivero\Martin-Rivero,ar ARG,MF,Belgrano,28,1989,9,3,266,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
704,Andrés Roa\Andres-Roa,co COL,MF,CA Huracán,25,1993,16,14,1131,4,0,0,0,3,0,0.32,0.00,0.32,0.32,0.32,Matches
705,Lucas Robertone\Lucas-Robertone,ar ARG,MF,Vélez Sarsf,21,1997,23,22,1723,5,3,0,0,6,1,0.26,0.16,0.42,0.26,0.42,Matches
706,Alexis Rodríguez\Alexis-Rodriguez,ar ARG,FWMF,Newell's OB,22,1996,13,6,596,4,2,0,0,2,0,0.60,0.30,0.91,0.60,0.91,Matches
707,Clemente Rodríguez\Clemente-Rodriguez,ar ARG,DF,Colón,37,1981,6,5,442,1,0,0,0,0,0,0.20,0.00,0.20,0.20,0.20,Matches
708,Denis Rodríguez\Denis-Rodriguez,ar ARG,MF,Newell's OB,22,1996,1,0,5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
709,Denis Rodríguez\Denis-Rodriguez,ar ARG,MF,Belgrano,22,1996,8,6,472,0,1,0,0,2,0,0.00,0.19,0.19,0.00,0.19,Matches
710,Ezequiel Rodríguez\Ezequiel-Rodriguez,ar ARG,MF,Tigre,27,1990,4,3,249,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
711,Facundo Rodríguez\Facundo-Rodriguez,ar ARG,DF,Godoy Cruz,18,2000,2,2,173,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
712,Gianni Rodríguez\Gianni-Rodriguez,uy URU,DF,San Martín SJ,24,1994,9,7,633,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
713,Gonzalo Rodríguez\Gonzalo-Rodriguez,ar ARG,DF,San Lorenzo,34,1984,10,9,797,1,0,0,0,4,1,0.11,0.00,0.11,0.11,0.11,Matches
714,Juan Rodríguez\Juan-Rodriguez,ar ARG,DF,San Martín SJ,24,1994,10,8,797,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
715,Lucas Rodríguez\Lucas-Rodriguez,ar ARG,DF,Tigre,24,1993,18,18,1503,1,2,0,0,3,1,0.06,0.12,0.18,0.06,0.18,Matches
716,Lucas Rodríguez\Lucas-Rodriguez,ar ARG,MF,Estudiantes,21,1997,15,14,1252,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
717,Maxi Rodríguez\Maxi-Rodriguez,ar ARG,MFFW,Newell's OB,37,1981,7,7,590,3,2,2,2,1,0,0.46,0.31,0.76,0.15,0.46,Matches
718,Ribair Rodríguez\Ribair-Rodriguez,uy URU,MF,Newell's OB,30,1987,1,0,17,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
719,Ariel Rojas\Ariel-Rojas,ar ARG,MF,San Lorenzo,32,1986,13,9,720,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
720,Gabriel Rojas\Gabriel-Rojas,ar ARG,DFMF,San Lorenzo,21,1997,11,10,816,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
721,Matías Rojas\Matias-Rojas,py PAR,MF,Defensa y Just,22,1995,22,21,1811,10,2,0,0,2,0,0.50,0.10,0.60,0.50,0.60,Matches
722,Robert Rojas\Robert-Rojas,py PAR,DF,River Plate,22,1996,8,7,610,1,0,0,0,0,0,0.15,0.00,0.15,0.15,0.15,Matches
723,Braian Romero\Braian-Romero,ar ARG,MF,Independiente,27,1991,12,3,416,3,2,0,0,4,0,0.65,0.43,1.08,0.65,1.08,Matches
724,Matías Romero\Matias-Romero,ar ARG,MF,Argentinos Jun,22,1996,20,11,1129,0,1,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matches
725,Silvio Romero\Silvio-Romero,ar ARG,FWMF,Independiente,30,1988,19,14,1009,4,3,1,1,1,0,0.36,0.27,0.62,0.27,0.54,Matches
726,Mauricio Rosales\Mauricio-Rosales,ar ARG,MF,Estudiantes,26,1992,3,2,166,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
727,Santiago Rosales\Santiago-Rosales,ar ARG,MFFW,Gimnasia ELP,23,1995,6,4,391,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
728,Agustín Rossi\Agustin-Rossi,ar ARG,GK,Boca Juniors,22,1995,6,6,540,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
729,Iván Rossi\Ivan-Rossi,ar ARG,MF,CA Huracán,24,1993,23,22,1991,0,1,0,0,10,0,0.00,0.05,0.05,0.00,0.05,Matches
730,Carlos Rotondi\Carlos-Rotondi,ar ARG,FW,Newell's OB,21,1997,2,0,50,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
731,Nicolás Royon\Nicolas-Royon,uy URU,FW,Patronato,27,1991,10,7,619,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
732,Marco Ruben\Marco-Ruben,ar ARG,FW,Rosario Cent,31,1986,9,9,792,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
733,Matías Ruíz Díaz\Matias-Ruiz-Diaz,ar ARG,DF,Estudiantes,21,1996,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
734,Alan Ruiz\Alan-Ruiz,ar ARG,FWMF,Aldosivi,24,1993,7,4,450,1,0,0,0,3,0,0.20,0.00,0.20,0.20,0.20,Matches
735,Alan Ruiz\Alan-Ruiz,ar ARG,FWMF,Colón,24,1993,6,5,433,0,1,0,0,4,1,0.00,0.21,0.21,0.00,0.21,Matches
736,Juan Salazar\Juan-Salazar,co COL,FW,San Lorenzo,21,1997,2,2,167,0,1,0,0,0,0,0.00,0.54,0.54,0.00,0.54,Matches
737,Saúl Salcedo\Saul-Salcedo,py PAR,DF,CA Huracán,20,1997,23,23,2036,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
738,Rodrigo Salinas\Rodrigo-Salinas,ar ARG,FW,Vélez Sarsf,32,1986,15,4,455,3,2,0,1,1,0,0.59,0.40,0.99,0.59,0.99,Matches
739,José San Román\Jose-San-Roman,ar ARG,DF,Tucumán,29,1988,22,22,1874,1,1,0,0,7,0,0.05,0.05,0.10,0.05,0.10,Matches
740,Juan Sánchez Miño\Juan-Sanchez-Mino,ar ARG,DF,Independiente,28,1990,17,16,1411,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
741,Facundo Sánchez\Facundo-Sanchez,ar ARG,DFMF,Estudiantes,28,1990,23,23,2012,0,2,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches
742,Leonardo Sánchez\Leonardo-Sanchez,ar ARG,DF,Aldosivi,31,1986,4,1,138,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
743,Matías Sánchez\Matias-Sanchez,ar ARG,MF,San Martín SJ,30,1987,2,1,64,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
744,José Sand\Jose-Sand,ar ARG,FW,Lanús,38,1980,10,10,900,7,0,1,1,3,0,0.70,0.00,0.70,0.60,0.60,Matches
745,Agustín Sandona\Agustin-Sandona,ar ARG,DF,Patronato,28,1990,11,11,937,1,2,0,0,0,0,0.10,0.19,0.29,0.10,0.29,Matches
746,Jonathan Sandoval\Jonathan-Sandoval,uy URU,DF,Argentinos Jun,31,1987,24,24,2128,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
747,Tomás Sandoval\Tomas-Sandoval,ar ARG,FW,Colón,19,1999,4,1,139,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
748,Leandro Sapetti\Leandro-Sapetti,ar ARG,DF,Aldosivi,29,1989,2,2,180,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
749,Daniel Sappa\Daniel-Sappa,ar ARG,GK,Estudiantes,23,1995,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
750,Guillermo Sara\Guillermo-Sara,ar ARG,GK,Lanús,30,1987,5,5,450,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
751,Renzo Saravia\Renzo-Saravia,ar ARG,DF,Racing Club,25,1993,21,21,1802,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
752,Franco Sbuttoni\Franco-Sbuttoni,ar ARG,DF,Tucumán,29,1989,1,0,,0,0,0,0,0,1,,,,,,Matches
753,Rodrigo Schlegel\Rodrigo-Schlegel,ar ARG,DF,Racing Club,21,1997,1,0,4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
754,Damián Schmidt\Damian-Schmidt,ar ARG,DF,San Martin,25,1992,4,2,230,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
755,Damián Schmidt\Damian-Schmidt,ar ARG,DF,Colón,25,1992,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
756,Jonathan Schunke\Jonathan-Schunke,ar ARG,DF,Estudiantes,31,1987,23,22,2005,2,0,0,0,6,1,0.09,0.00,0.09,0.09,0.09,Matches
757,Ignacio Scocco\Ignacio-Scocco,ar ARG,FW,River Plate,33,1985,8,6,432,4,0,2,2,1,0,0.83,0.00,0.83,0.42,0.42,Matches
758,Marcos Senesi\Marcos-Senesi,ar ARG,DF,San Lorenzo,21,1997,23,23,2041,0,1,0,0,5,0,0.00,0.04,0.04,0.00,0.04,Matches
759,Leonardo Sequeira\Leonardo-Sequeira,ar ARG,MFFW,Belgrano,23,1995,23,17,1380,2,0,2,2,2,0,0.13,0.00,0.13,0.00,0.00,Matches
760,Kevin Sibille\Kevin-Sibille,ar ARG,DF,River Plate,19,1998,3,3,270,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
761,Leonardo Sigali\Leonardo-Sigali,ar ARG,DF,Racing Club,31,1987,24,23,2011,1,0,0,0,7,0,0.04,0.00,0.04,0.04,0.04,Matches
762,Alex Silva\Alex-Silva,uy URU,DF,San Martín SJ,25,1993,5,3,310,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
763,Antony Silva\Antony-Silva,py PAR,GK,CA Huracán,34,1984,10,10,900,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
764,Francisco Silva\Francisco-Silva,cl CHI,MF,Independiente,32,1986,9,6,538,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
765,Gastón Silva\Gaston-Silva,uy URU,DF,Independiente,24,1994,14,13,1135,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
766,Hugo Silva\Hugo-Silva,ar ARG,DF,Defensa y Just,26,1992,2,2,180,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
767,Nicolás Silva\Nicolas-Silva,ar ARG,MF,Banfield,28,1990,19,11,1068,0,1,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches
768,Santiago Silva\Santiago-Silva,uy URU,FW,Gimnasia ELP,37,1980,21,20,1749,5,0,1,1,5,0,0.26,0.00,0.26,0.21,0.21,Matches
769,Hugo Silveira\Hugo-Silveira,uy URU,FW,Tigre,25,1993,7,0,113,3,0,0,0,1,0,2.39,0.00,2.39,2.39,2.39,Matches
770,Gianluca Simeone\Gianluca-Simeone,ar ARG,FW,Gimnasia ELP,21,1997,1,0,25,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
771,Franco Sivetti\Franco-Sivetti,ar ARG,MF,Estudiantes,20,1998,9,4,329,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
772,Ivan Smith\Ivan-Smith,ar ARG,MF,Godoy Cruz,19,1999,2,2,123,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
773,Augusto Solari\Augusto-Solari,ar ARG,MF,Racing Club,26,1992,20,15,1399,5,3,0,0,6,1,0.32,0.19,0.51,0.32,0.51,Matches
774,Franco Soldano\Franco-Soldano,ar ARG,FW,CA Unión,23,1994,14,14,1242,2,0,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches
775,Nazareno Solís\Nazareno-Solis,ar ARG,MF,San Martín SJ,24,1994,15,9,881,1,3,0,0,2,0,0.10,0.31,0.41,0.10,0.41,Matches
776,Joel Soñora\Joel-Sonora,us USA,MF,Talleres,21,1996,18,5,650,1,2,0,0,0,0,0.14,0.28,0.42,0.14,0.42,Matches
777,Diego Sosa\Diego-Sosa,ar ARG,DFMF,Tigre,38,1980,8,8,684,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
778,Diego Sosa\Diego-Sosa,ar ARG,MFFW,Godoy Cruz,26,1991,20,11,1135,0,3,0,0,1,0,0.00,0.24,0.24,0.00,0.24,Matches
779,Samuel Sosa\Samuel-Sosa,ve VEN,FW,Talleres,18,1999,4,1,151,1,1,0,0,0,0,0.60,0.60,1.19,0.60,1.19,Matches
780,Santiago Sosa\Santiago-Sosa,ar ARG,MF,River Plate,19,1999,4,2,221,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
781,Alexis Soto\Alexis-Soto,ar ARG,DF,Racing Club,24,1993,6,5,445,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
782,Mauricio Sperduti\Mauricio-Sperduti,ar ARG,MFFW,Patronato,32,1986,15,14,1165,4,4,2,2,3,0,0.31,0.31,0.62,0.15,0.46,Matches
783,Claudio Spinelli\Claudio-Spinelli,ar ARG,FW,Argentinos Jun,21,1997,7,6,465,0,1,0,0,1,0,0.00,0.19,0.19,0.00,0.19,Matches
784,Adrián Sporle\Adrian-Sporle,ar ARG,DF,Banfield,23,1995,10,7,665,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
785,Denis Stracqualursi\Denis-Stracqualursi,ar ARG,FW,Aldosivi,30,1987,13,6,708,2,0,0,0,0,0,0.25,0.00,0.25,0.25,0.25,Matches
786,Matías Suárez\Matias-Suarez,ar ARG,FW,Belgrano,30,1988,13,13,1125,2,1,0,0,1,0,0.16,0.08,0.24,0.16,0.24,Matches
787,Matías Suárez\Matias-Suarez,ar ARG,FW,River Plate,30,1988,9,4,473,3,1,0,0,1,0,0.57,0.19,0.76,0.57,0.76,Matches
788,Rodrigo Tapia\Rodrigo-Tapia,ar ARG,DF,Banfield,23,1994,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
789,Rodrigo Tapia\Rodrigo-Tapia,ar ARG,DF,San Lorenzo,23,1994,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
790,Cristian Techera\Cristian-Techera,uy URU,MF,Belgrano,26,1992,3,2,198,1,0,0,0,0,0,0.45,0.00,0.45,0.45,0.45,Matches
791,Fernando Telechea\Fernando-Telechea,ar ARG,FW,Aldosivi,36,1981,7,5,445,0,1,0,0,1,0,0.00,0.20,0.20,0.00,0.20,Matches
792,Nicolás Temperini\Nicolas-Temperini,ar ARG,GK,Newell's OB,23,1995,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
